	[ 60.28666667, 25.71, 13, 1 ],
	[ 61.29155556, 24.71, 13, 1 ],
	[ 59.375, 25.63, 14, 1 ],
	[ 59.625, 25.38, 14, 1 ],
	[ 58.725, 26.28, 14, 1 ],
	[ 57.69711111, 26.3, 14, 2 ],
	[ 57.73822222, 26.26, 14, 2 ],
	[ 59.05377778, 24.95, 14, 2 ],
	[ 57.51488889, 25.49, 15, 2 ],
	[ 57.51488889, 25.49, 15, 2 ],
	[ 56.59833333, 26.4, 15, 2 ],
	[ 55.792, 26.21, 16, 2 ],
	[ 56.368, 25.63, 16, 2 ],
	[ 53.94111111, 27.06, 17, 2 ],
	[ 55.19544444, 25.8, 17, 2 ],
	[ 53.08111111, 26.92, 18, 2 ],
	[ 52.84, 27.16, 18, 2 ],
	[ 51.30622222, 26.69, 20, 2 ],
	[ 48.82193182, 28.18, 21, 2 ],
	[ 45.51255814, 28.49, 24, 2 ],
	[ 38.37445783, 23.63, 36, 2 ],
	[ 37.63518072, 24.36, 36, 2 ],
	[ 39.5125, 25.49, 33, 2 ],
	[ 37.65909091, 22.34, 38, 2 ],
	[ 39.77156627, 22.23, 36, 2 ],
	[ 40.00963855, 21.99, 36, 2 ],
	[ 42.59235294, 22.41, 33, 2 ],
	[ 47.54883721, 27.45, 23, 2 ],
	[ 48.93772727, 29.06, 20, 2 ],
	[ 51.32333333, 28.68, 18, 2 ],
	[ 54.68, 27.32, 16, 2 ],
	[ 56.77545455, 25.22, 16, 2 ],
	[ 52.23470588, 22.77, 23, 2 ],
	[ 54.57022222, 23.43, 20, 2 ],
	[ 57.56111111, 22.44, 18, 2 ],
	[ 57.80222222, 22.2, 18, 2 ],
	[ 58.55666667, 21.44, 18, 2 ],
	[ 59.248, 22.75, 16, 2 ],
	[ 59.54166667, 25.46, 14, 1 ],
	[ 58.51666667, 26.48, 14, 1 ],
	[ 56.59666667, 23.4, 19, 1 ],
	[ 61.68333333, 23.32, 14, 1 ],
	[ 59.975, 25.03, 14, 1 ],
	[ 62.09477778, 24.91, 12, 1 ],
	[ 62.81466667, 25.19, 11, 1 ],
	[ 63.88933333, 24.11, 11, 1 ],
	[ 63.6, 26.4, 9, 1 ],
]},
{ name: "type4", unitTime: 168, baseTime: "200501010000", seed: 2246, rows: [
	[ 63.2533333, 26.75, 9, 1 ],
	[ 63.31622222, 25.68, 10, 1 ],
	[ 63.88933333, 24.11, 11, 1 ],
	[ 64.158, 23.84, 11, 1 ],
	[ 63.52313682, 23.48, 12, 1 ],
	[ 62.23166667, 24.77, 12, 1 ],
	[ 60.28666667, 25.71, 13, 1 ],
	[ 61.29155556, 24.71, 13, 1 ],
	[ 59.375, 25.63, 14, 1 ],
	[ 59.625, 25.38, 14, 1 ],
	[ 58.725, 26.28, 14, 1 ],
	[ 57.69711111, 26.3, 14, 2 ],
	[ 57.73822222, 26.26, 14, 2 ],
	[ 59.05377778, 24.95, 14, 2 ],
	[ 57.51488889, 25.49, 15, 2 ],
	[ 57.51488889, 25.49, 15, 2 ],
	[ 56.59833333, 26.4, 15, 2 ],
	[ 55.792, 26.21, 16, 2 ],
	[ 56.368, 25.63, 16, 2 ],
	[ 53.94111111, 27.06, 17, 2 ],
	[ 55.19544444, 25.8, 17, 2 ],
	[ 53.08111111, 26.92, 18, 2 ],
	[ 52.84, 27.16, 18, 2 ],
	[ 51.30622222, 26.69, 20, 2 ],
	[ 48.82193182, 28.18, 21, 2 ],
	[ 45.51255814, 28.49, 24, 2 ],
	[ 38.37445783, 23.63, 36, 2 ],
	[ 37.63518072, 24.36, 36, 2 ],
	[ 39.5125, 25.49, 33, 2 ],
	[ 37.65909091, 22.34, 38, 2 ],
	[ 39.77156627, 22.23, 36, 2 ],
	[ 40.00963855, 21.99, 36, 2 ],
	[ 42.59235294, 22.41, 33, 2 ],
	[ 47.54883721, 27.45, 23, 2 ],
	[ 48.93772727, 29.06, 20, 2 ],
	[ 51.32333333, 28.68, 18, 2 ],
	[ 54.68, 27.32, 16, 2 ],
	[ 56.77545455, 25.22, 16, 2 ],
	[ 52.23470588, 22.77, 23, 2 ],
	[ 54.57022222, 23.43, 20, 2 ],
	[ 57.56111111, 22.44, 18, 2 ],
	[ 57.80222222, 22.2, 18, 2 ],
	[ 58.55666667, 21.44, 18, 2 ],
	[ 59.248, 22.75, 16, 2 ],
	[ 59.54166667, 25.46, 14, 1 ],
	[ 58.51666667, 26.48, 14, 1 ],
	[ 56.59666667, 23.4, 19, 1 ],
	[ 61.68333333, 23.32, 14, 1 ],
	[ 59.975, 25.03, 14, 1 ],
	[ 62.09477778, 24.91, 12, 1 ],
	[ 62.81466667, 25.19, 11, 1 ],
	[ 63.88933333, 24.11, 11, 1 ],
	[ 63.6, 26.4, 9, 1 ],
]},
{ name: "type5", unitTime: 168, baseTime: "200501010000", seed: 870617, rows: [
	[ 63.2533333, 26.75, 9, 1 ],
	[ 63.31622222, 25.68, 10, 1 ],
	[ 63.88933333, 24.11, 11, 1 ],
	[ 64.158, 23.84, 11, 1 ],
	[ 63.52313682, 23.48, 12, 1 ],
	[ 62.23166667, 24.77, 12, 1 ],
	[ 60.28666667, 25.71, 13, 1 ],
	[ 61.29155556, 24.71, 13, 1 ],
	[ 59.375, 25.63, 14, 1 ],
	[ 59.625, 25.38, 14, 1 ],
	[ 58.725, 26.28, 14, 1 ],
	[ 57.69711111, 26.3, 14, 2 ],
	[ 57.73822222, 26.26, 14, 2 ],
	[ 59.05377778, 24.95, 14, 2 ],
	[ 57.51488889, 25.49, 15, 2 ],
	[ 57.51488889, 25.49, 15, 2 ],
	[ 56.59833333, 26.4, 15, 2 ],
	[ 55.792, 26.21, 16, 2 ],
	[ 56.368, 25.63, 16, 2 ],
	[ 53.94111111, 27.06, 17, 2 ],
	[ 55.19544444, 25.8, 17, 2 ],
	[ 53.08111111, 26.92, 18, 2 ],
	[ 52.84, 27.16, 18, 2 ],
	[ 51.30622222, 26.69, 20, 2 ],
	[ 48.82193182, 28.18, 21, 2 ],
	[ 45.51255814, 28.49, 24, 2 ],
	[ 38.37445783, 23.63, 36, 2 ],
	[ 37.63518072, 24.36, 36, 2 ],
	[ 39.5125, 25.49, 33, 2 ],
	[ 37.65909091, 22.34, 38, 2 ],
	[ 39.77156627, 22.23, 36, 2 ],
	[ 40.00963855, 21.99, 36, 2 ],
	[ 42.59235294, 22.41, 33, 2 ],
	[ 47.54883721, 27.45, 23, 2 ],
	[ 48.93772727, 29.06, 20, 2 ],
	[ 51.32333333, 28.68, 18, 2 ],
	[ 54.68, 27.32, 16, 2 ],
	[ 56.77545455, 25.22, 16, 2 ],
	[ 52.23470588, 22.77, 23, 2 ],
	[ 54.57022222, 23.43, 20, 2 ],
	[ 57.56111111, 22.44, 18, 2 ],
	[ 57.80222222, 22.2, 18, 2 ],
	[ 58.55666667, 21.44, 18, 2 ],
	[ 59.248, 22.75, 16, 2 ],
	[ 59.54166667, 25.46, 14, 1 ],
	[ 58.51666667, 26.48, 14, 1 ],
	[ 56.59666667, 23.4, 19, 1 ],
	[ 61.68333333, 23.32, 14, 1 ],
	[ 59.975, 25.03, 14, 1 ],
	[ 62.09477778, 24.91, 12, 1 ],
	[ 62.81466667, 25.19, 11, 1 ],
	[ 63.88933333, 24.11, 11, 1 ],
	[ 63.6, 26.4, 9, 1 ],
]},
{ name: "type6", unitTime: 168, baseTime: "200501010000", seed: 870617, rows: [
	[ 75.90399996, 13.29600004, 10.8, 1 ],
	[ 75.979466664, 12.020533336, 12, 1 ],
	[ 76.667199996, 10.132800004, 13.2, 1 ],
	[ 76.9896, 9.8104, 13.2, 1 ],
	[ 76.227764184, 9.37223581600001, 14.4, 1 ],
	[ 74.678000004, 10.921999996, 14.4, 1 ],
	[ 72.344000004, 12.055999996, 15.6, 1 ],
	[ 73.549866672, 10.850133328, 15.6, 1 ],
	[ 71.25, 11.95, 16.8, 1 ],
	[ 71.55, 11.65, 16.8, 1 ],
	[ 70.47, 12.73, 16.8, 1 ],
	[ 69.236533332, 13.963466668, 16.8, 2 ],
	[ 69.285866664, 13.914133336, 16.8, 2 ],
	[ 70.864533336, 12.335466664, 16.8, 2 ],
	[ 69.017866668, 12.982133332, 18, 2 ],
	[ 69.017866668, 12.982133332, 18, 2 ],
	[ 67.917999996, 14.082000004, 18, 2 ],
	[ 66.9504, 13.8496, 19.2, 2 ],
	[ 67.6416, 13.1584, 19.2, 2 ],
	[ 64.729333332, 14.870666668, 20.4, 2 ],
	[ 66.234533328, 13.365466672, 20.4, 2 ],
	[ 63.697333332, 14.702666668, 21.6, 2 ],
	[ 63.408, 14.992, 21.6, 2 ],
	[ 61.567466664, 14.432533336, 24, 2 ],
	[ 58.586318184, 16.213681816, 25.2, 2 ],
	[ 54.615069768, 16.584930232, 28.8, 2 ],
	[ 46.049349396, 10.750650604, 43.2, 2 ],
	[ 45.162216864, 11.637783136, 43.2, 2 ],
	[ 47.415, 12.985, 39.6, 2 ],
	[ 45.190909092, 9.20909090799999, 45.6, 2 ],
	[ 47.725879524, 9.074120476, 43.2, 2 ],
	[ 48.01156626, 8.78843374000001, 43.2, 2 ],
	[ 51.110823528, 9.289176472, 39.6, 2 ],
	[ 57.058604652, 15.341395348, 27.6, 2 ],
	[ 58.725272724, 17.274727276, 24, 2 ],
	[ 61.587999996, 16.812000004, 21.6, 2 ],
	[ 65.616, 15.184, 19.2, 2 ],
	[ 68.13054546, 12.66945454, 19.2, 2 ],
	[ 62.681647056, 9.71835294400001, 27.6, 2 ],
	[ 65.484266664, 10.515733336, 24, 2 ],
	[ 69.073333332, 9.32666666800001, 21.6, 2 ],
	[ 69.362666664, 9.03733333600001, 21.6, 2 ],
	[ 70.268000004, 8.131999996, 21.6, 2 ],
	[ 71.0976, 9.7024, 19.2, 2 ],
	[ 71.450000004, 11.749999996, 16.8, 1 ],
	[ 70.220000004, 12.979999996, 16.8, 1 ],
	[ 67.916000004, 9.283999996, 22.8, 1 ],
	[ 74.019999996, 9.180000004, 16.8, 1 ],
	[ 71.97, 11.23, 16.8, 1 ],
	[ 74.513733336, 11.086266664, 14.4, 1 ],
	[ 75.377600004, 11.422399996, 13.2, 1 ],
	[ 76.667199996, 10.132800004, 13.2, 1 ],
	[ 76.32, 12.88, 10.8, 1 ],
]},
{ name: "type7", unitTime: 168, baseTime: "200501010000", seed: 870617, rows: [
	[ 83.49439996, 7.977600024, 8.52800001600001, 1 ],
	[ 83.57741333, 7.212320002, 12, 1 ],
	[ 84.33392, 6.079680002, 13.2, 1 ],
	[ 84.68856, 5.88624, 13.2, 1 ],
	[ 83.8505406, 5.62334149, 14.4, 1 ],
	[ 82.1458, 6.553199998, 14.4, 1 ],
	[ 79.5784, 7.233599998, 15.6, 1 ],
	[ 80.90485334, 6.510079997, 15.6, 1 ],
	[ 78.375, 7.17, 16.8, 1 ],
	[ 78.705, 6.99, 16.8, 1 ],
	[ 77.517, 7.638, 16.8, 1 ],
	[ 76.16018667, 8.378080001, 16.8, 2 ],
	[ 76.21445333, 8.348480002, 16.8, 2 ],
	[ 77.95098667, 7.401279998, 16.8, 2 ],
	[ 75.91965333, 7.789279999, 18, 2 ],
	[ 75.91965333, 7.789279999, 18, 2 ],
	[ 74.7098, 8.449200002, 18, 2 ],
	[ 73.64544, 8.30976, 19.2, 2 ],
	[ 74.40576, 7.89504, 19.2, 2 ],
	[ 71.20226667, 8.922400001, 20.4, 2 ],
	[ 72.85798666, 8.019280003, 20.4, 2 ],
	[ 70.06706667, 8.821600001, 21.6, 2 ],
	[ 69.7488, 8.9952, 21.6, 2 ],
	[ 67.72421333, 8.659520002, 24, 2 ],
	[ 64.44495, 9.72820909, 25.2, 2 ],
	[ 60.07657674, 9.950958139, 28.8, 2 ],
	[ 50.65428434, 6.450390362, 43.2, 2 ],
	[ 49.67843855, 6.982669882, 43.2, 2 ],
	[ 52.1565, 7.791, 39.6, 2 ],
	[ 49.71, 5.525454545, 45.6, 2 ],
	[ 52.49846748, 5.444472286, 43.2, 2 ],
	[ 52.81272289, 5.273060244, 43.2, 2 ],
	[ 56.22190588, 5.573505883, 39.6, 2 ],
	[ 62.76446512, 9.204837209, 27.6, 2 ],
	[ 64.5978, 10.36483637, 24, 2 ],
	[ 67.7468, 10.0872, 21.6, 2 ],
	[ 72.1776, 9.1104, 19.2, 2 ],
	[ 74.94360001, 7.601672724, 19.2, 2 ],
	[ 68.94981176, 5.831011766, 27.6, 2 ],
	[ 72.03269333, 6.309440002, 24, 2 ],
	[ 75.98066667, 5.596000001, 21.6, 2 ],
	[ 76.29893333, 5.422400002, 21.6, 2 ],
	[ 77.2948, 4.879199998, 21.6, 2 ],
	[ 78.20736, 5.82144, 19.2, 2 ],
	[ 78.595, 7.049999998, 16.8, 1 ],
	[ 77.242, 7.787999998, 16.8, 1 ],
	[ 74.7076, 5.570399998, 22.8, 1 ],
	[ 81.422, 5.508000002, 16.8, 1 ],
	[ 79.167, 6.738, 16.8, 1 ],
	[ 81.96510667, 6.651759998, 14.4, 1 ],
	[ 82.91536, 6.853439998, 13.2, 1 ],
	[ 84.33392, 6.079680002, 13.2, 1 ],
	[ 83.952, 7.728, 10.8, 1 ],
]},
{ name: "type8", unitTime: 168, baseTime: "200501010000", seed: 870617, rows: [
	[ 93.36761275527, 5.14834723885001, 1.38404000588, 0.1 ],
	[ 93.4604424562725, 4.8047845432375, 1.63477300049, 0.1 ],
	[ 94.30640604, 3.820591960735, 1.773001999265, 0.1 ],
	[ 94.70298222, 3.48325678000001, 1.713761, 0.1 ],
	[ 93.76586702595, 4.015784642125, 2.11834833192499, 0.1 ],
	[ 91.85954085, 5.637341649265, 2.403117500735, 0.1 ],
	[ 88.9885458, 7.81486419926501, 3.096590000735, 0.1 ],
	[ 90.471852247455, 6.5531357538925, 2.87501199865249, 0.1 ],
	[ 87.64284375, 8.69494375, 3.5622125, 0.1 ],
	[ 88.01186625, 8.38104625000002, 3.5070875, 0.1 ],
	[ 86.68338525, 9.51107725000002, 3.7055375, 0.1 ],
	[ 85.1661287437275, 10.701684257865, 3.93218699840749, 0.2 ],
	[ 85.2268124362725, 10.6500655632375, 3.92312200049, 0.2 ],
	[ 87.1686908437275, 8.99826715676249, 3.63304199950999, 0.2 ],
	[ 84.8971523362725, 10.665880662135, 4.2369670015925, 0.2 ],
	[ 84.8971523362725, 10.665880662135, 4.2369670015925, 0.2 ],
	[ 83.54423385, 11.816698650735, 4.439067499265, 0.2 ],
	[ 82.35401328, 12.56452272, 4.881464, 0.2 ],
	[ 83.20424112, 11.84130288, 4.754456, 0.2 ],
	[ 79.6219347037275, 14.623880297865, 5.5541849984075, 0.2 ],
	[ 81.473443582545, 13.0489519161075, 5.2776045013475, 0.2 ],
	[ 78.3524973037275, 15.439087697865, 6.0084149984075, 0.2 ],
	[ 77.9965956, 15.7418244, 6.06157999999999, 0.2 ],
	[ 75.7326015562725, 17.1384204432375, 6.92897800049, 0.2 ],
	[ 72.0655653375, 19.993070628075, 7.741364034425, 0.2 ],
	[ 67.180631939505, 23.3544871285275, 9.2648809319675, 0.2 ],
	[ 56.644153463205, 29.14181448978, 14.014032047015, 0.2 ],
	[ 55.5529139085375, 30.0700434402225, 14.17704265124, 0.2 ],
	[ 58.324006125, 28.506700125, 12.96929375, 0.2 ],
	[ 55.5882075, 29.5108220452875, 14.7009704547125, 0.2 ],
	[ 58.70641125951, 27.387619104495, 13.705969635995, 0.2 ],
	[ 59.0578273717425, 27.0886979300025, 13.653474698255, 0.2 ],
	[ 62.87014625031, 24.6396675725925, 12.2901861770975, 0.2 ],
	[ 70.18636312044, 21.0623554854675, 8.5512813940925, 0.2 ],
	[ 72.23648985, 20.112279015975, 7.451231134025, 0.2 ],
	[ 75.7578591, 17.6461359, 6.396005, 0.2 ],
	[ 80.7126012, 13.9607388, 5.12666, 0.2 ],
	[ 83.8056807111825, 11.3297070185625, 4.664612270255, 0.2 ],
	[ 77.10312700062, 15.178825645185, 7.518047354195, 0.2 ],
	[ 80.5505593162725, 13.0401746832375, 6.20926600049, 0.2 ],
	[ 84.9653805037275, 9.814044497865, 5.0205749984075, 0.2 ],
	[ 85.3212821962725, 9.5113078032375, 4.96741000049, 0.2 ],
	[ 86.4349101, 8.56403489926502, 4.801055000735, 0.2 ],
	[ 87.45538032, 8.22520368000001, 4.119416, 0.2 ],
	[ 87.88885875, 8.485678749265, 3.525462500735, 0.1 ],
	[ 86.3758665, 9.772658499265, 3.751475000735, 0.1 ],
	[ 83.5417737, 10.860391299265, 5.497835000735, 0.1 ],
	[ 91.0501515, 5.796623500735, 3.053224999265, 0.1 ],
	[ 88.52849775, 7.94158974999999, 3.4299125, 0.1 ],
	[ 91.6574805337275, 5.80921796676251, 2.43330149951, 0.1 ],
	[ 92.72010132, 5.16993267926499, 2.00996600073499, 0.1 ],
	[ 94.30640604, 3.820591960735, 1.773001999265, 0.1 ],
	[ 93.879324, 4.71307600000001, 1.3076, 0.1 ],
]},
{ name: "type9", unitTime: 168, baseTime: "200501010000", seed: 870617, rows: [
	[ 70.763199968, 10.636800032, 17.6, 1 ],
	[ 70.3835733312, 9.6164266688, 19, 1 ],
	[ 70.4937599968, 8.10624000320001, 20.4, 1 ],
	[ 70.75168, 7.84832, 20.4, 1 ],
	[ 69.7022113472, 7.49778865280001, 21.8, 1 ],
	[ 68.4624000032, 8.7375999968, 21.8, 1 ],
	[ 66.1552000032, 9.64479999680001, 23.2, 1 ],
	[ 67.1198933376, 8.68010666240001, 23.2, 1 ],
	[ 64.84, 9.56, 24.6, 1 ],
	[ 65.08, 9.32, 24.6, 1 ],
	[ 64.216, 10.184, 24.6, 1 ],
	[ 62.2292266656, 11.1707733344, 24.6, 2 ],
	[ 62.2686933312, 11.1313066688, 24.6, 2 ],
	[ 63.5316266688, 9.8683733312, 24.6, 2 ],
	[ 61.6142933344, 10.3857066656, 26, 2 ],
	[ 61.6142933344, 10.3857066656, 26, 2 ],
	[ 60.7343999968, 11.2656000032, 26, 2 ],
	[ 59.52032, 11.07968, 27.4, 2 ],
	[ 60.07328, 10.52672, 27.4, 2 ],
	[ 57.3034666656, 11.8965333344, 28.8, 2 ],
	[ 58.5076266624, 10.6923733376, 28.8, 2 ],
	[ 56.0378666656, 11.7621333344, 30.2, 2 ],
	[ 55.8064, 11.9936, 30.2, 2 ],
	[ 53.4539733312, 11.5460266688, 33, 2 ],
	[ 50.6290545472, 12.9709454528, 34.4, 2 ],
	[ 46.1320558144, 13.2679441856, 38.6, 2 ],
	[ 33.9994795168, 8.60052048320001, 55.4, 2 ],
	[ 33.2897734912, 9.3102265088, 55.4, 2 ],
	[ 36.412, 10.388, 51.2, 2 ],
	[ 32.4327272736, 7.3672727264, 58.2, 2 ],
	[ 35.3407036192, 7.2592963808, 55.4, 2 ],
	[ 35.569253008, 7.03074699200001, 55.4, 2 ],
	[ 39.3686588224, 7.4313411776, 51.2, 2 ],
	[ 48.5268837216, 12.2731162784, 37.2, 2 ],
	[ 51.1802181792, 13.8197818208, 33, 2 ],
	[ 54.3503999968, 13.4496000032, 30.2, 2 ],
	[ 58.4528, 12.1472, 27.4, 2 ],
	[ 60.464436368, 10.135563632, 27.4, 2 ],
	[ 53.0253176448, 7.77468235520001, 37.2, 2 ],
	[ 56.5874133312, 8.41258666880001, 33, 2 ],
	[ 60.3386666656, 7.46133333440001, 30.2, 2 ],
	[ 60.5701333312, 7.22986666880001, 30.2, 2 ],
	[ 61.2944000032, 6.5055999968, 30.2, 2 ],
	[ 62.83808, 7.76192, 27.4, 2 ],
	[ 65.0000000032, 9.39999999680001, 24.6, 1 ],
	[ 64.0160000032, 10.3839999968, 24.6, 1 ],
	[ 59.9728000032, 7.4271999968, 31.6, 1 ],
	[ 67.0559999968, 7.3440000032, 24.6, 1 ],
	[ 65.416, 8.984, 24.6, 1 ],
	[ 68.3309866688, 8.8690133312, 21.8, 1 ],
	[ 69.4620800032, 9.1379199968, 20.4, 1 ],
	[ 70.4937599968, 8.10624000320001, 20.4, 1 ],
	[ 71.096, 10.304, 17.6, 1 ],
]},
{ name: "type10", unitTime: 168, baseTime: "200501010000", seed: 870617, rows: [
	[ 84.947816375105, 5.574173619425, 8.47801000547, 1 ],
	[ 84.1889144782588, 5.40239227161875, 9.4086932501225, 1 ],
	[ 84.3464535198162, 4.9102959803675, 9.74325049981625, 1 ],
	[ 84.52993136, 4.74162839, 9.72844025, 1 ],
	[ 83.8625205959563, 5.0078923210625, 10.1295870829812, 1 ],
	[ 82.9805498001838, 5.8186708246325, 10.2007793751837, 1 ],
	[ 81.4184204001837, 6.9074320996325, 10.6741475001838, 1 ],
	[ 82.1046791233906, 6.27656787694625, 10.6187529996631, 1 ],
	[ 80.561975, 7.347471875, 11.090553125, 1 ],
	[ 80.732705, 7.19052312500001, 11.076771875, 1 ],
	[ 80.118077, 7.75553862500001, 11.126384375, 1 ],
	[ 79.4661111214656, 8.3508421289325, 11.1830467496019, 1 ],
	[ 79.4941867182588, 8.32503278161875, 11.1807805001225, 1 ],
	[ 80.3926059217413, 7.49913357838124, 11.1082604998775, 1 ],
	[ 79.1078179185344, 8.3329403310675, 11.5592417503981, 1 ],
	[ 79.1078179185344, 8.3329403310675, 11.5592417503981, 1 ],
	[ 78.4818837998163, 8.9083493253675, 11.6097668748163, 1 ],
	[ 77.69737264, 9.28226136, 12.020366, 1 ],
	[ 78.09073456, 8.92065144000001, 11.988614, 1 ],
	[ 76.1995136014656, 10.3119401489325, 12.4885462496019, 1 ],
	[ 77.0561229166094, 9.52447595805376, 12.4194011253369, 1 ],
	[ 75.3783524014656, 10.7195438489325, 12.9021037496019, 1 ],
	[ 75.2136928, 10.8709122, 12.915395, 1 ],
	[ 73.6985452782587, 11.5692102216188, 13.7322445001225, 1 ],
	[ 71.7681236773563, 12.9965353140375, 14.2353410086062, 1 ],
	[ 68.8065362027444, 14.6772435642638, 15.5162202329919, 1 ],
	[ 61.1255847433562, 17.57090724489, 20.3035080117537, 1 ],
	[ 60.6207176170788, 18.0350217201113, 20.34426066281, 1 ],
	[ 62.6043265, 17.2533500625, 19.1423234375, 1 ],
	[ 60.1693463636781, 17.7554110226437, 21.0752426136781, 1 ],
