// Aura
// Database file
// 
// DON'T CHANGE THIS FILE!
// It's only for reference, and changing values here will mess up
// calculations on the server.
// 
// Structure:
// Ident  Speed
//---------------------------------------------------------------------------

commercehandcart/giant/walk,     1.000000
commercecarriage/*/run,        714.285000
commercecarriage/*/walk,       262.500000
Imp/neo/run,                   512.547900
Imp/neo/walk,                   67.618200
human/*/burdencarryrun,        340.000000
giant/*/burdencarryrun,        340.000000
elf/*/burdencarryrun,          340.000000
turtle/*/walk,                  11.218920
commercehandcart/elf/run,        0.000000
commercehandcart/elf/walk,       0.000000
human/*/handcartcarryrun,      375.000000
giant/*/handcartcarryrun,      375.000000
elf/*/handcartcarryrun,        375.000000
npc_lonnie/*/walk,             373.850600
giant/*/zombiewalk,             40.123500
giant/*/zombierun,              40.123500
human/*/zombiewalk,             28.652500
human/*/zombierun,              28.652500
elf/*/zombiewalk,               28.652500
elf/*/zombierun,                28.652500
petdragon/two/walk,            216.771000
petdragon/two/run,             850.000000
commerceelephant/memma/run,    512.284000
commercecarriage/memma/walk,   262.500000
commercecarriage/memma/run,    714.285000
menma/*/run,                   373.850600
menma/*/walk,                  207.689200
human/*/knuckledashrun,       1200.000000
giant/*/knuckledashrun,       1200.000000
merrows/*/run,                 400.000000
merrows/*/walk,                400.000000
petdragon/ice/run,             850.000000
petdragon/ice/walk,            216.771000
ragdoll/*/run,                 561.127000
ragdoll/*/walk,                125.000000
marionette/B/run,              373.850000
marionette/B/walk,             207.689200
marionette/A/run,              373.850000
marionette/A/walk,             207.689200
marionette/B_type4/run,        373.850000
marionette/B_type4/walk,       207.689200
marionette/A_type4/run,        373.850000
marionette/A_type4/walk,       207.689200
marionette/B_type2/run,        373.850000
marionette/B_type2/walk,       207.689200
human/*/marionettecontrolwalk, 207.689200
human/*/marionettecontrolrun,  373.850000
elf/*/marionettecontrolwalk,   207.689200
elf/*/marionettecontrolrun,    373.850000
giant/*/marionettecontrolwalk, 207.689000
giant/*/marionettecontrolrun,  373.850000
phoenix/*/walk,                 85.006610
phoenix/*/run,                 540.000000
turtle/*/Run,                  575.000000
petcheetah/*/run,              845.454500
petcheetah/*/walk,             112.500000
petdragon/bone/run,            913.700000
petdragon/bone/walk,           185.497200
gold_dragon/*/walk,            268.200500
gold_dragon/*/run,             268.200500
White_dragon/*/run,            487.194000
White_dragon/*/walk,           362.070000
Whitewyvern/*/run,             600.000000
toy_mikutan/*/run,             500.625000
Toy_mikutan/*/walk,             44.851250
cosickeleptor/*/Walk,           72.973800
Cosickeleptor/*/run,           510.033000
petcloud/*/run,                845.454500
petcloud/*/walk,               127.645100
giant/*/snowbombwalk,          243.885000
giant/*/snowbombrun,           386.667500
black_dragon/*/walk,           300.000000
Phoenix_white/*/walk,           85.006610
phoenix_white/*/run,           540.000000
black_dragon/*/run,            300.000000
petpegasus/*/run,             1000.000000
petpegasus/*/walk,             187.500000
autobot/*/run,                 500.625000
autobot/*/walk,                 44.851250
petmaplefox/*/run,             500.000000
petmaplefox/*/walk,            180.435000
scooter/*/run,                 845.000000
scooter/*/walk,                400.000000
vategolem/*/run,               900.000000
vategolem/*/walk,              207.689000
treeboss/*/run,                152.241000
treeboss/none/walk,            152.241000
vampire/*/run,                 400.000000
vampire/*/walk,                400.000000
Mobslime/*/walk,                42.843640
Mobslime/*/Run,                510.294000
chiVampire/none/run,           554.708000
chivampire/none/walk,          108.008300
Petlama/*/run,                1029.969000
Petlama/*/walk,                164.226300
ragdoll/big/run,               500.000000
ragdoll/big/walk,              125.000000
petdeadbaby/*/run,             500.000000
PetDeadbaby/*/walk,             28.916000
chivampirefemale/*/run,        554.708000
chivampirefemale/*/walk,       108.008300
gorilla/*/run,                 520.743000
gorilla/*/walk,                 40.837200
commerce_pet_lama/*/run,       716.087000
commerce_pet_lama/*/walk,      164.226300
pethorse/bluehorse/run,       1270.000000
pethorse/bluehorse/walk,       262.500000
PetChefCarriage/*/Run,        1100.000000
PetChefCarriage/*/walk,        178.846000
Dogsled/none/run,              698.323000
dragonboss/*/Run,              373.850600
dragonboss/*/Walk,             207.689200
Petfairy/*/Run,                845.454500
Petfairy/*/Walk,               211.363600
disciple/*/run,                549.530300
disciple/*/walk,               549.530300
miniskeleton/*/run,            373.850600
miniskeleton/*/walk,           207.689200
PetLamb/*/Run,                 649.672000
PetLamb/*/Walk,                262.500000
albangolem/*/run,              900.000000
albangolem/*/walk,             207.689000
